minGap,structure,direction,exit,stop,cutoff,sector,selN,selWin,selExp,selPF,valN,valWin,valExp,valPF,allN,allWin,allExp,allPF
10,252d,both,atr,pm,1130,false,16,62.5,0.38,1.24,4,75.0,3.71,28.49,20,65.0,1.05,1.82
10,252d,both,atr,pm,1130,true,9,55.6,0.06,1.03,2,50.0,0.84,4.12,11,54.5,0.20,1.12
10,252d,both,pct1,0930,0940,false,10,70.0,-0.98,0.39,2,100.0,0.90,99.00,12,75.0,-0.66,0.50
10,252d,both,pct1,0930,0940,true,5,60.0,-1.42,0.28,1,100.0,0.90,99.00,6,66.7,-1.03,0.37
10,252d,both,pct1,0930,1130,false,16,68.8,-0.44,0.58,4,100.0,0.90,99.00,20,75.0,-0.17,0.80
10,252d,both,pct1,0930,1130,true,9,66.7,-0.52,0.54,2,100.0,0.90,99.00,11,72.7,-0.26,0.71
10,252d,both,pct1,pm,0940,false,10,80.0,-0.96,0.43,2,100.0,0.90,99.00,12,83.3,-0.65,0.54
10,252d,both,pct1,pm,0940,true,5,80.0,-1.38,0.34,1,100.0,0.90,99.00,6,83.3,-1.00,0.43
10,252d,both,pct1,pm,1130,false,16,75.0,-0.43,0.61,4,100.0,0.90,99.00,20,80.0,-0.16,0.81
10,252d,both,pct1,pm,1130,true,9,77.8,-0.50,0.58,2,100.0,0.90,99.00,11,81.8,-0.24,0.75
10,252d,both,pct2,0930,0940,false,10,70.0,-0.28,0.83,2,50.0,0.68,3.52,12,66.7,-0.12,0.92
10,252d,both,pct2,0930,0940,true,5,60.0,-0.82,0.58,1,0.0,-0.54,0.00,6,50.0,-0.77,0.55
10,252d,both,pct2,0930,1130,false,16,62.5,-0.03,0.98,4,75.0,1.29,10.56,20,65.0,0.23,1.23
10,252d,both,pct2,0930,1130,true,9,55.6,-0.34,0.76,2,50.0,0.68,3.51,11,54.5,-0.16,0.87
10,252d,both,pct2,pm,0940,false,10,80.0,-0.16,0.91,2,50.0,0.68,3.52,12,75.0,-0.02,0.99
10,252d,both,pct2,pm,0940,true,5,80.0,-0.58,0.72,1,0.0,-0.54,0.00,6,66.7,-0.57,0.69
10,252d,both,pct2,pm,1130,false,16,68.8,0.05,1.04,4,75.0,1.29,10.56,20,70.0,0.29,1.28
10,252d,both,pct2,pm,1130,true,9,66.7,-0.21,0.86,2,50.0,0.68,3.51,11,63.6,-0.05,0.96
10,252d,both,t1030,0930,0940,false,10,50.0,-0.76,0.58,2,50.0,2.85,14.39,12,50.0,-0.16,0.90
10,252d,both,t1030,0930,0940,true,5,20.0,-2.00,0.25,1,0.0,-0.43,0.00,6,16.7,-1.74,0.24
10,252d,both,t1030,0930,1130,false,16,43.8,0.17,1.12,4,75.0,1.94,19.20,20,50.0,0.52,1.45
10,252d,both,t1030,0930,1130,true,9,22.2,0.14,1.07,2,50.0,-0.04,0.81,11,27.3,0.10,1.07
10,252d,both,t1030,pm,0940,false,10,50.0,-0.55,0.65,2,50.0,2.85,14.39,12,50.0,0.01,1.01
10,252d,both,t1030,pm,0940,true,5,20.0,-1.59,0.29,1,0.0,-0.43,0.00,6,16.7,-1.39,0.28
10,252d,both,t1030,pm,1130,false,16,43.8,0.30,1.23,4,75.0,1.94,19.20,20,50.0,0.62,1.59
10,252d,both,t1030,pm,1130,true,9,22.2,0.37,1.23,2,50.0,-0.04,0.81,11,27.3,0.29,1.22
10,252d,both,t1200,0930,0940,false,10,60.0,-0.24,0.86,2,50.0,2.88,3.37,12,58.3,0.28,1.17
10,252d,both,t1200,0930,0940,true,5,40.0,-1.43,0.41,1,0.0,-2.43,0.00,6,33.3,-1.60,0.34
10,252d,both,t1200,0930,1130,false,16,50.0,-0.31,0.80,4,75.0,2.93,5.82,20,55.0,0.34,1.25
10,252d,both,t1200,0930,1130,true,9,33.3,-0.97,0.52,2,50.0,-0.96,0.21,11,36.4,-0.97,0.49
10,252d,both,t1200,pm,0940,false,10,60.0,-0.92,0.62,2,50.0,2.88,3.37,12,58.3,-0.29,0.87
10,252d,both,t1200,pm,0940,true,5,40.0,-2.80,0.26,1,0.0,-2.43,0.00,6,33.3,-2.74,0.23
10,252d,both,t1200,pm,1130,false,16,50.0,-0.74,0.63,4,75.0,2.93,5.82,20,55.0,-0.01,1.00
10,252d,both,t1200,pm,1130,true,9,33.3,-1.73,0.38,2,50.0,-0.96,0.21,11,36.4,-1.59,0.37
