minGap,structure,direction,exit,stop,cutoff,sector,selN,selWin,selExp,selPF,valN,valWin,valExp,valPF,allN,allWin,allExp,allPF
10,252d,long,t1200,0930,0940,true,25,44.0,0.30,1.24,7,28.6,-0.80,0.53,32,40.6,0.06,1.05
10,252d,long,t1200,0930,1130,false,64,39.1,-0.27,0.81,24,37.5,-0.58,0.59,88,38.6,-0.36,0.75
10,252d,long,t1200,0930,1130,true,31,51.6,0.59,1.45,12,41.7,-0.25,0.83,43,48.8,0.35,1.27
10,252d,long,t1200,pm,0940,false,43,37.2,-0.48,0.70,15,26.7,-1.25,0.36,58,34.5,-0.68,0.59
10,252d,long,t1200,pm,0940,true,25,48.0,0.28,1.22,7,28.6,-1.13,0.44,32,43.8,-0.03,0.98
10,252d,long,t1200,pm,1130,false,64,39.1,-0.35,0.77,24,33.3,-0.71,0.53,88,37.5,-0.45,0.70
10,252d,long,t1200,pm,1130,true,31,54.8,0.57,1.43,12,41.7,-0.44,0.73,43,51.2,0.29,1.21
10,252d,both,atr,0930,0940,false,54,46.3,-0.46,0.74,24,37.5,-0.25,0.86,78,43.6,-0.40,0.77
10,252d,both,atr,0930,0940,true,27,51.9,0.57,1.45,9,33.3,-0.06,0.97,36,47.2,0.41,1.29
10,252d,both,atr,0930,1130,false,80,45.0,-0.44,0.75,41,46.3,0.25,1.19,121,45.5,-0.21,0.87
10,252d,both,atr,0930,1130,true,33,54.5,0.75,1.58,16,56.3,0.72,1.63,49,55.1,0.74,1.59
10,252d,both,atr,pm,0940,false,54,53.7,-0.36,0.80,24,37.5,-0.19,0.89,78,48.7,-0.31,0.83
10,252d,both,atr,pm,0940,true,27,55.6,0.49,1.36,9,33.3,0.24,1.16,36,50.0,0.43,1.31
10,252d,both,atr,pm,1130,false,80,50.0,-0.38,0.79,41,43.9,0.26,1.21,121,47.9,-0.16,0.90
10,252d,both,atr,pm,1130,true,33,57.6,0.55,1.36,16,56.3,0.91,1.95,49,57.1,0.67,1.50
10,252d,both,pct1,0930,0940,false,54,68.5,-0.17,0.78,24,54.2,-1.01,0.33,78,64.1,-0.43,0.57
10,252d,both,pct1,0930,0940,true,27,70.4,-0.09,0.88,9,66.7,-0.53,0.53,36,69.4,-0.20,0.76
10,252d,both,pct1,0930,1130,false,80,72.5,-0.00,1.00,41,61.0,-0.47,0.54,121,68.6,-0.16,0.79
10,252d,both,pct1,0930,1130,true,33,75.8,0.09,1.15,16,75.0,-0.10,0.88,49,75.5,0.03,1.05
10,252d,both,pct1,pm,0940,false,54,77.8,0.07,1.11,24,58.3,-0.65,0.45,78,71.8,-0.15,0.80
10,252d,both,pct1,pm,0940,true,27,77.8,0.08,1.12,9,77.8,0.42,2.53,36,77.8,0.16,1.30
10,252d,both,pct1,pm,1130,false,80,78.8,0.18,1.34,41,63.4,-0.26,0.69,121,73.6,0.03,1.05
10,252d,both,pct1,pm,1130,true,33,81.8,0.23,1.44,16,81.3,0.46,2.68,49,81.6,0.30,1.70
10,252d,both,pct2,0930,0940,false,54,61.1,0.10,1.11,24,41.7,-0.95,0.44,78,55.1,-0.22,0.81
10,252d,both,pct2,0930,0940,true,27,63.0,0.14,1.15,9,44.4,-0.64,0.57,36,58.3,-0.05,0.95
10,252d,both,pct2,0930,1130,false,80,57.5,-0.15,0.86,41,51.2,-0.23,0.80,121,55.4,-0.18,0.84
10,252d,both,pct2,0930,1130,true,33,63.6,0.09,1.08,16,62.5,0.22,1.22,49,63.3,0.13,1.13
10,252d,both,pct2,pm,0940,false,54,68.5,0.23,1.26,24,45.8,-0.60,0.58,78,61.5,-0.02,0.98
10,252d,both,pct2,pm,0940,true,27,66.7,0.07,1.07,9,55.6,0.42,1.67,36,63.9,0.16,1.17
10,252d,both,pct2,pm,1130,false,80,62.5,-0.05,0.95,41,51.2,-0.08,0.92,121,58.7,-0.06,0.94
10,252d,both,pct2,pm,1130,true,33,66.7,-0.11,0.91,16,68.8,0.83,2.76,49,67.3,0.20,1.20
10,252d,both,t1030,0930,0940,false,54,42.6,-0.46,0.68,24,54.2,0.06,1.04,78,46.2,-0.30,0.79
10,252d,both,t1030,0930,0940,true,27,44.4,0.10,1.09,9,66.7,1.12,2.00,36,50.0,0.36,1.30
10,252d,both,t1030,0930,1130,false,80,43.8,-0.47,0.63,41,51.2,0.33,1.33,121,46.3,-0.20,0.83
10,252d,both,t1030,0930,1130,true,33,45.5,0.13,1.12,16,56.3,1.43,2.74,49,49.0,0.55,1.57
10,252d,both,t1030,pm,0940,false,54,44.4,-0.56,0.63,24,54.2,0.13,1.09,78,47.4,-0.35,0.76
10,252d,both,t1030,pm,0940,true,27,48.1,0.11,1.09,9,66.7,1.23,2.21,36,52.8,0.39,1.34
10,252d,both,t1030,pm,1130,false,80,45.0,-0.52,0.61,41,51.2,0.37,1.38,121,47.1,-0.22,0.82
10,252d,both,t1030,pm,1130,true,33,48.5,0.13,1.13,16,56.3,1.49,2.96,49,51.0,0.57,1.61
10,252d,both,t1200,0930,0940,false,54,40.7,-0.37,0.74,24,33.3,-0.45,0.72,78,38.5,-0.40,0.74
10,252d,both,t1200,0930,0940,true,27,48.1,0.30,1.26,9,33.3,-0.42,0.70,36,44.4,0.12,1.10
10,252d,both,t1200,0930,1130,false,80,40.0,-0.40,0.73,41,41.5,-0.01,0.99,121,40.5,-0.27,0.81
10,252d,both,t1200,0930,1130,true,33,54.5,0.57,1.47,16,43.8,0.06,1.05,49,51.0,0.40,1.33
10,252d,both,t1200,pm,0940,false,54,42.6,-0.44,0.71,24,33.3,-0.56,0.68,78,39.7,-0.48,0.70
10,252d,both,t1200,pm,0940,true,27,51.9,0.28,1.23,9,33.3,-0.68,0.59,36,47.2,0.04,1.03
10,252d,both,t1200,pm,1130,false,80,41.3,-0.41,0.72,41,39.0,-0.11,0.91,121,40.5,-0.31,0.78
10,252d,both,t1200,pm,1130,true,33,57.6,0.55,1.44,16,43.8,-0.08,0.94,49,53.1,0.34,1.27
